,customer_id,age,gender,CityOfBirth,dateOfCustomer,depositAverage,ConsumerLoan,CarLoan,Mortgage,CreditCard,AddCreditCard,Overdraft,HGS,DepositAccount,CurrencyDepositAccount,BES,HouseInsurance,CarInsurance,LifeInsurance,HealthInsurance,ComplementaryHealthInsurance
4077,4078,33,F,Edirne,2022-09-25,2985428,644981,101193,2966791,N,Y,N,N,Y,Y,N,N,Y,Y,N,N
4078,4079,22,M,Sakarya,1981-06-20,2761346,659782,56864,1057022,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N
4079,4080,50,M,Ordu,2004-07-11,8488843,16258,736946,2155174,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y
4080,4081,69,M,Kayseri,2013-11-12,5313758,786697,493181,381409,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y
4081,4082,19,F,Kastamonu,2011-05-06,8151228,780111,703146,6920832,Y,N,N,Y,N,Y,N,Y,Y,Y,N,Y
4082,4083,71,F,Mardin,1999-07-17,5279738,848854,269847,6079381,Y,Y,N,N,N,Y,N,N,Y,N,N,Y
4083,4084,35,M,Bingöl,1980-02-20,8164926,673883,908075,1466773,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y
4084,4085,41,F,Karaman,1989-08-16,4605591,833113,388770,9938676,N,N,Y,N,Y,N,N,N,Y,Y,Y,Y
4085,4086,61,M,Yalova,2011-03-17,7744338,987389,166254,9983504,N,N,Y,N,N,Y,Y,N,Y,N,Y,N
4086,4087,26,M,Batman,2007-06-20,3673963,837071,296212,1931657,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
4087,4088,78,M,Hatay,2005-09-13,9265599,429699,539887,5008317,N,N,N,N,N,Y,N,Y,N,Y,Y,Y
4088,4089,28,M,Iğdır,1980-08-13,3231641,732837,956601,6723267,Y,N,N,Y,N,Y,N,N,N,N,N,N
4089,4090,37,M,Artvin,2010-10-09,234568,430184,464543,238283,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y
4090,4091,20,F,Adıyaman,2009-02-01,5126336,290466,975047,7180864,N,N,Y,Y,Y,N,Y,Y,N,N,N,Y
4091,4092,62,F,Düzce,2001-03-25,3679760,341906,531073,1038120,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N
4092,4093,60,M,Bitlis,1994-05-26,415896,715714,955362,248912,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y
4093,4094,74,M,Trabzon,1995-05-19,8572211,110257,813577,3605173,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y
4094,4095,31,F,Bolu,1982-08-20,9997666,28448,457013,1966445,N,Y,N,Y,N,Y,Y,N,N,Y,N,N
4095,4096,73,F,Trabzon,2022-03-02,3105906,340063,741548,8872667,Y,Y,N,Y,N,N,Y,Y,N,N,N,Y
4096,4097,21,F,Bursa,2001-08-10,4871187,65743,429218,9254523,N,Y,Y,N,N,Y,N,N,N,N,N,N
4097,4098,57,M,Kocaeli,2018-09-16,5046127,967185,931067,2060086,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N
4098,4099,26,F,Yalova,2013-01-17,6904731,693849,990060,9829265,N,N,N,N,Y,Y,N,Y,Y,N,Y,N
4099,4100,25,M,Şanlıurfa,2005-05-19,7114120,284022,702979,698465,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
4100,4101,41,F,Tunceli,2012-05-07,8071524,56894,72944,9037180,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y
4101,4102,76,M,Afyon,1985-02-16,3301592,46254,158386,2153909,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N
4102,4103,79,F,Tunceli,1986-11-23,7832789,578871,77021,2194351,Y,N,N,N,Y,N,Y,N,N,N,Y,N
4103,4104,45,M,Sinop,2010-04-13,7291521,430009,279235,8135589,Y,Y,N,Y,N,N,Y,N,N,N,N,N
4104,4105,24,F,Tunceli,2005-08-19,696473,26059,328932,8547254,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
4105,4106,71,M,Bilecik,2012-03-19,5647332,654140,186159,8378909,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y
4106,4107,62,M,Muş,1994-11-15,5261664,685832,98414,3635859,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y
4107,4108,39,M,Ağrı,2011-01-22,5076881,573393,571385,2375602,N,Y,N,N,Y,Y,N,Y,N,N,N,Y
4108,4109,57,F,Van,2017-04-30,7811146,926835,81025,8867700,Y,Y,N,Y,N,N,N,Y,N,N,N,Y
4109,4110,60,F,Bitlis,2019-07-03,7400509,55171,28574,1349981,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,N
4110,4111,43,M,Hakkari,1997-05-29,7479196,191304,894005,5569590,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y
4111,4112,34,M,Ağrı,1984-01-26,9664211,262618,187343,6641981,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,N
4112,4113,59,M,Adıyaman,2003-04-25,4884187,336044,232319,1500301,Y,Y,Y,N,Y,N,N,N,N,N,N,Y
4113,4114,47,M,Giresun,1994-10-30,5395995,70755,673507,8515122,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y
4114,4115,49,M,Kayseri,1983-09-11,9056490,737550,510284,9030768,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y
4115,4116,40,F,Bursa,2010-05-19,76348,731815,952615,2582387,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N
4116,4117,67,F,Artvin,1999-06-22,9910211,284017,572580,9184487,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N
4117,4118,59,F,Isparta,1980-11-25,6480901,25232,663038,5730504,N,N,Y,Y,Y,Y,N,Y,Y,N,N,Y
4118,4119,49,F,Abroad,2012-11-26,7226586,737129,259517,6929061,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y
4119,4120,26,M,Kırşehir,2004-01-22,8706622,725688,278449,2580953,Y,N,Y,N,N,N,N,Y,Y,N,Y,N
4120,4121,39,F,Düzce,2017-08-25,7857022,195801,469694,3224198,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y
4121,4122,51,F,Sivas,2015-11-14,756953,244024,967261,2279425,Y,N,N,Y,N,N,N,N,Y,Y,N,N
4122,4123,22,M,Sivas,2022-08-20,7370929,490550,691179,9346124,N,N,N,N,Y,Y,N,N,Y,N,N,Y
4123,4124,40,M,Çanakkale,2009-10-12,1595604,627403,143415,5552870,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N
4124,4125,59,F,Çankırı,1996-02-20,7617289,957882,268095,7302815,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y
4125,4126,18,M,Şanlıurfa,1989-01-11,2106169,820462,32011,5050829,N,N,Y,Y,Y,N,N,Y,N,N,N,N
4126,4127,70,M,Diyarbakır,2001-07-01,2236510,524560,74763,8279628,Y,N,Y,N,Y,Y,N,N,N,Y,Y,N
4127,4128,73,F,Kars,1990-04-21,8203917,402129,953924,2445093,Y,N,N,N,N,Y,N,N,N,N,N,N
4128,4129,45,F,Bitlis,2021-07-03,413653,3242,531036,7359743,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N
4129,4130,65,F,Muş,2008-12-19,9740494,337876,884859,6698840,N,N,N,N,Y,Y,Y,N,N,Y,N,N
4130,4131,23,M,Antalya,2005-01-05,1876787,893525,789945,2361860,N,Y,N,N,N,N,N,Y,N,N,Y,N
4131,4132,38,F,Bartın,2007-05-25,3739461,461346,979804,674083,N,N,N,N,N,Y,N,N,N,N,Y,N
4132,4133,60,M,Edirne,1986-01-17,5524222,70510,776241,9137329,N,N,N,Y,Y,N,N,N,Y,Y,N,Y
4133,4134,72,F,Sakarya,2006-01-09,1971078,850408,389203,7803962,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y
4134,4135,34,M,Yalova,2013-06-06,3984356,325267,137715,8384905,N,N,N,N,N,Y,Y,Y,N,N,Y,N
4135,4136,43,M,Düzce,1992-10-28,3927280,775549,513227,2343404,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N
4136,4137,72,M,Şanlıurfa,1995-12-02,8048196,724470,774318,3071209,N,N,N,N,N,N,Y,N,Y,N,N,N
4137,4138,56,F,Kahramanmaraş,2010-08-02,2736470,856572,596555,1385726,Y,N,Y,N,N,N,N,N,Y,Y,Y,N
4138,4139,51,M,Kahramanmaraş,2003-06-27,3309872,52905,465424,6466176,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y
4139,4140,23,F,Gümüşhane,2012-04-10,8441796,295248,644297,6463041,Y,N,N,Y,N,N,N,Y,N,Y,Y,Y
4140,4141,78,F,Çanakkale,2014-04-24,3822009,340068,760968,5316950,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y
4141,4142,27,M,Bolu,2007-12-10,859695,269181,92490,2417959,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y
4142,4143,25,M,Karabük,2003-04-20,5455454,352348,171511,6622328,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y
4143,4144,67,F,Bartın,2001-02-21,6808048,974255,4738,4215925,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y
4144,4145,39,F,Ağrı,2017-02-10,3544066,382145,701325,1881939,Y,N,N,N,N,N,N,N,N,Y,N,Y
4145,4146,23,F,Balıkesir,1997-08-27,4331049,408132,400515,6593077,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N
4146,4147,41,F,Uşak,2016-04-12,1447083,413060,451149,3057662,N,Y,N,N,N,N,N,N,Y,N,Y,N
4147,4148,35,M,Ordu,2022-06-09,3305770,810114,208989,2016296,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y
4148,4149,77,F,Konya,1992-11-06,143038,177190,508116,4962983,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N
4149,4150,59,M,Muş,2020-02-17,7318904,101277,711481,4105022,N,N,N,Y,N,N,Y,N,Y,N,Y,Y
4150,4151,62,M,Çorum,1981-02-07,3809225,777960,955565,2825074,N,N,N,N,N,N,Y,Y,Y,N,N,Y
4151,4152,18,M,Uşak,1984-11-01,917882,335734,590796,3557494,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N
4152,4153,54,M,Osmaniye,2012-08-05,918749,835177,490070,8609849,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y
4153,4154,69,M,Bartın,2003-07-02,5679583,612154,227766,947248,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y
4154,4155,50,F,Çankırı,2000-02-11,2918786,997312,635319,3250784,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N
4155,4156,55,F,Yalova,2014-05-28,6051418,943770,318781,9971126,Y,N,Y,N,N,N,N,Y,N,Y,N,Y
4156,4157,41,M,Bolu,2018-10-01,4461398,30094,679048,2897536,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N
4157,4158,19,M,Tokat,2000-08-25,9489811,792751,29464,5626151,N,Y,N,Y,Y,N,Y,Y,N,N,N,Y
4158,4159,24,F,Van,2004-03-07,8255467,761478,161660,9058727,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N
4159,4160,50,M,Samsun,1998-02-11,5342076,238320,647697,6307903,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N
4160,4161,54,F,Elazığ,1986-09-18,9941141,909200,657661,3926330,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y
4161,4162,50,M,Ankara,2011-07-10,9715475,117080,585104,8469860,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y
4162,4163,32,F,Adıyaman,2004-03-12,488062,200466,237743,8274593,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N
4163,4164,71,F,Sakarya,2006-01-15,36907,669708,607003,1896254,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y
4164,4165,49,M,Yalova,2019-03-21,9836149,178887,226164,5542262,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y
4165,4166,24,F,İzmir,1989-06-05,1650539,109466,942224,1124667,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N
4166,4167,30,F,Kastamonu,2009-05-04,2813829,780560,258063,7160016,N,Y,N,N,N,N,Y,Y,Y,N,N,Y
4167,4168,37,M,İstanbul,2013-08-04,5606074,897703,650372,6687752,Y,N,N,N,N,N,N,Y,Y,Y,Y,N
4168,4169,25,M,Tokat,2020-02-11,2384413,312551,189390,6343243,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y
4169,4170,75,F,Bolu,1983-08-18,6356036,971231,487006,5311461,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N
4170,4171,33,M,Çankırı,2012-12-13,6565096,474381,685732,9574766,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y
4171,4172,20,F,İstanbul,1983-07-04,8522983,840692,951373,4932166,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y
4172,4173,30,M,Manisa,1997-11-13,3042978,89118,923481,2906968,N,N,Y,N,Y,N,N,Y,N,Y,N,N
4173,4174,76,M,Karabük,1982-12-16,2075422,705601,799291,7059326,Y,N,N,Y,N,N,N,N,N,Y,Y,N
4174,4175,72,F,Çorum,2022-01-11,8364866,354823,495386,313460,N,N,N,Y,N,Y,N,Y,Y,Y,N,N
4175,4176,30,M,Tunceli,2021-11-03,4661502,848143,530127,1755556,N,N,N,Y,Y,Y,Y,Y,N,Y,N,N
4176,4177,47,M,Kastamonu,2008-08-02,5322790,910262,200026,1754938,N,N,Y,N,N,N,N,N,Y,Y,N,N
4177,4178,64,F,İzmir,2022-08-06,6264533,476296,644433,7196466,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y
4178,4179,27,M,Kocaeli,2016-08-08,4652999,761367,188346,2514286,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y
4179,4180,73,F,Şanlıurfa,1995-05-05,6261813,649850,531445,4105916,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N
4180,4181,47,M,Bitlis,2001-01-14,5823192,796087,296923,8430521,N,N,Y,N,Y,N,Y,Y,N,Y,N,N
4181,4182,53,M,Samsun,1989-10-20,4757276,990410,736679,314468,N,N,N,N,N,N,Y,Y,N,N,Y,N
4182,4183,52,F,Muğla,2010-11-07,5457272,294621,442694,4721374,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y
4183,4184,64,F,Denizli,1985-09-25,6887443,770160,106783,2292327,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y
4184,4185,57,M,Sinop,2011-10-04,232619,417705,453332,9438838,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N
4185,4186,38,M,Niğde,2001-01-18,3256194,548458,226468,3892082,N,Y,N,Y,N,N,Y,Y,N,N,Y,Y
4186,4187,43,M,Bartın,1989-06-25,8461723,530303,845757,8270649,N,Y,N,N,N,N,N,Y,N,N,Y,N
4187,4188,77,F,Ardahan,2001-02-21,5652938,144170,352696,5100351,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N
4188,4189,62,F,Kırşehir,2015-02-01,711101,341610,730558,3542262,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y
4189,4190,18,F,Diyarbakır,1996-03-01,290686,368143,934073,5157904,N,Y,Y,N,Y,Y,N,N,N,N,Y,Y
4190,4191,67,F,Abroad,1988-03-14,4493322,519210,774180,3711444,Y,Y,N,N,N,Y,N,N,Y,N,N,N
4191,4192,49,F,Antalya,1982-06-19,2571355,558946,425156,8144756,N,Y,N,Y,N,Y,Y,N,Y,N,N,Y
4192,4193,72,F,Kahramanmaraş,1996-07-28,7056455,109921,194050,9069595,Y,N,Y,Y,N,Y,N,N,Y,N,N,N
4193,4194,69,M,Aksaray,2002-08-14,565004,267296,305051,9604985,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y
4194,4195,74,M,Adana,1995-05-24,509139,40798,816694,9968216,N,Y,N,N,N,Y,N,N,N,N,N,Y
4195,4196,29,M,Gaziantep,2016-12-24,142906,436817,803863,9939813,N,Y,N,N,Y,N,Y,Y,Y,N,Y,N
4196,4197,54,F,Balıkesir,2011-12-30,7576215,656683,36886,8531435,N,N,Y,Y,N,N,Y,N,Y,Y,N,N
4197,4198,48,M,Kayseri,1998-04-15,3591208,35148,795932,3307688,N,N,N,Y,N,Y,Y,N,Y,N,N,N
4198,4199,63,F,Şanlıurfa,2017-01-05,653638,348900,324637,7933657,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y
4199,4200,19,M,Çorum,2008-05-02,8530441,501929,556868,5370850,Y,N,Y,N,N,Y,N,N,Y,N,Y,N
4200,4201,23,F,Burdur,2017-03-30,9295294,534102,133794,2398919,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y
4201,4202,20,M,Iğdır,1994-05-14,5017161,970658,4462,8756388,N,N,N,Y,Y,Y,N,N,N,Y,N,N
4202,4203,74,F,Erzurum,1996-11-25,4474107,118122,296720,1009613,Y,Y,N,N,N,Y,Y,N,N,N,Y,Y
4203,4204,27,M,Gaziantep,2004-03-17,9045260,801137,306314,3243026,N,N,Y,Y,Y,Y,Y,N,Y,N,N,Y
4204,4205,20,F,Diyarbakır,2020-05-16,302026,271333,524585,6798475,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y
4205,4206,22,F,İzmir,1995-09-16,7040309,894521,876934,9367617,N,Y,Y,N,N,N,Y,N,Y,Y,N,Y
4206,4207,44,F,Bartın,1994-07-16,3341645,639522,142448,1440226,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N
4207,4208,49,M,Adıyaman,2004-11-04,3987307,648730,174581,2979350,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y
4208,4209,47,M,Batman,1990-02-23,2733439,347222,469389,1518338,N,N,Y,N,Y,N,N,Y,N,N,Y,Y
4209,4210,19,M,Nevşehir,1980-07-17,8045630,945732,946117,1965743,N,N,Y,Y,N,N,N,N,N,N,N,N
4210,4211,61,M,Burdur,2012-03-07,2018877,737094,218751,1684838,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y
4211,4212,76,F,Siirt,1984-12-12,6300525,690327,424129,3525329,N,N,N,Y,Y,Y,N,Y,N,Y,Y,N
4212,4213,41,M,Kahramanmaraş,2001-03-01,2142449,774178,428763,6650866,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y
4213,4214,55,M,İstanbul,1993-05-13,9003472,540963,263015,5645142,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N
4214,4215,47,M,Nevşehir,2011-08-06,9993665,154024,529855,7663557,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N
4215,4216,47,F,Kilis,2005-01-12,9294944,392915,537547,9817227,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y
4216,4217,52,F,Mardin,2018-11-24,8961009,996704,591886,6163684,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y
4217,4218,36,F,Burdur,1983-04-25,1341898,60823,756279,6182911,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y
4218,4219,44,M,Van,2006-06-08,9033904,632182,779947,3562769,N,N,Y,N,N,N,N,N,N,Y,Y,N
4219,4220,43,F,Burdur,2006-09-19,3240162,603874,764785,6313009,N,Y,N,N,N,N,Y,N,N,N,Y,Y
4220,4221,18,M,Erzincan,1985-08-02,8593813,685108,398985,6313786,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N
4221,4222,62,F,Bolu,2019-10-28,7952130,227801,580379,2284096,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y
4222,4223,31,M,Çankırı,1998-07-27,671176,97004,569564,8204436,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y
4223,4224,20,M,Bitlis,2006-10-16,2546251,715681,314747,1299961,N,N,N,N,N,Y,N,Y,Y,Y,Y,N
4224,4225,80,F,Bayburt,2010-05-15,8467586,493486,755926,4417654,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N
4225,4226,23,F,Kayseri,2001-01-14,8630930,250455,772539,6623146,N,N,N,Y,Y,N,N,N,N,N,N,Y
4226,4227,40,F,Hatay,2022-10-29,7118789,331314,717205,6180048,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y
4227,4228,73,M,Osmaniye,2015-01-03,418213,436440,568776,3786477,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N
4228,4229,65,M,Nevşehir,1999-12-29,5979663,91593,334662,2650015,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y
4229,4230,24,M,Bolu,2013-06-12,2997299,672989,829432,7728746,N,Y,N,Y,N,Y,N,N,N,N,Y,Y
4230,4231,53,F,Zonguldak,2014-02-20,4498911,798005,984881,5327620,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N
4231,4232,47,F,Aydın,1985-09-09,2965089,755064,366069,3396746,N,N,N,Y,Y,N,Y,Y,N,Y,Y,N
4232,4233,23,M,Bilecik,2022-01-21,5812627,439254,232429,3722278,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y
4233,4234,30,M,Şanlıurfa,2015-06-30,2725607,935132,200305,2499200,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N
4234,4235,26,M,Gaziantep,1998-08-02,1972018,774074,389724,2909514,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y
4235,4236,47,F,Mardin,2008-10-25,1505091,254195,226916,535750,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
4236,4237,72,F,Isparta,2013-12-16,5020451,793289,831386,2303427,N,N,Y,N,N,Y,Y,N,N,N,N,Y
4237,4238,54,M,Siirt,1988-05-23,8533934,482380,352666,7306137,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y
4238,4239,48,M,Kırklareli,2009-06-22,8286849,370307,31124,2545352,N,Y,Y,Y,N,N,N,N,N,N,Y,N
4239,4240,40,F,Tokat,2021-10-03,7783389,579918,796773,3297488,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y
4240,4241,46,M,Ankara,1982-08-14,5278279,68141,842747,6605464,N,N,Y,N,Y,N,Y,N,Y,Y,N,Y
4241,4242,29,M,Kırklareli,1987-01-13,8126722,140974,91758,9971833,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y
4242,4243,57,M,Siirt,1985-03-11,2433799,998679,765726,4000874,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N
4243,4244,35,F,İzmir,1982-08-04,5690837,106470,207460,7515372,N,N,Y,N,N,N,Y,Y,N,N,Y,N
4244,4245,66,M,Şırnak,2007-11-26,4257512,321226,645765,3855426,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
4245,4246,27,M,Balıkesir,2001-09-24,1810277,992825,790641,6293243,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y
4246,4247,32,F,Tunceli,2007-04-13,1030651,322038,57001,3053842,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N
4247,4248,59,M,Balıkesir,1994-12-09,7758491,673171,948987,3954027,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y
4248,4249,70,F,Afyon,1998-03-09,5784863,605738,591760,9943808,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y
4249,4250,38,M,Konya,1985-10-26,1738629,455383,998042,2978655,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y
4250,4251,30,M,İzmir,1983-08-25,1829602,166980,628814,1660957,N,N,Y,N,Y,N,Y,N,Y,Y,Y,N
4251,4252,50,F,Zonguldak,2014-05-07,6372054,523683,879642,7888437,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y
4252,4253,41,F,Gaziantep,1983-09-19,6219761,450754,979484,2526449,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N
4253,4254,45,F,Kocaeli,2020-10-25,681357,664994,568637,3034636,N,Y,Y,N,N,N,Y,Y,N,Y,N,N
4254,4255,48,F,Yozgat,1994-06-20,6784289,546377,356133,9072760,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y
4255,4256,34,M,Isparta,1986-04-27,3619574,605126,643512,1827994,Y,N,N,Y,Y,Y,Y,N,N,N,N,N
4256,4257,65,M,Ağrı,1996-03-20,7810752,691689,175855,3349050,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y
4257,4258,76,M,Bingöl,1987-09-19,9449949,141508,939503,4313687,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N
4258,4259,20,M,Gümüşhane,2014-05-22,2668572,814755,75780,3911223,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y
4259,4260,54,M,Kahramanmaraş,1985-05-04,3968374,1318,244615,5141585,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y
4260,4261,53,M,Kastamonu,1989-08-28,6203917,972319,912150,6446200,N,Y,N,N,N,N,N,N,N,Y,Y,Y
4261,4262,43,F,İzmir,1993-08-30,2089606,668213,358259,8019828,N,Y,N,N,N,N,N,N,Y,Y,N,Y
4262,4263,30,M,Bartın,2006-07-13,6362728,57430,291326,4033864,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N
4263,4264,54,F,Malatya,1981-02-07,9368663,295658,209906,3172470,N,Y,N,Y,N,N,Y,N,Y,N,N,Y
4264,4265,77,F,Bolu,2008-03-29,4817353,152071,56865,8148918,N,Y,N,N,Y,N,N,N,N,Y,N,Y
4265,4266,20,M,Samsun,1994-08-07,8442876,573116,506565,9380999,N,Y,Y,N,N,N,N,N,N,Y,Y,N
4266,4267,27,F,Karabük,2000-08-28,7229804,780835,398155,9560807,N,N,Y,N,N,Y,Y,Y,Y,N,Y,N
4267,4268,47,F,Hakkari,2014-01-30,6888747,840341,425662,9400068,Y,Y,N,N,Y,N,N,N,N,N,Y,Y
4268,4269,69,F,Kütahya,1993-09-05,9764510,385826,540413,3634487,Y,Y,N,N,Y,N,N,N,N,Y,N,N
4269,4270,46,M,Gaziantep,2022-10-08,8500148,343555,337091,4626678,N,Y,N,N,N,Y,N,N,N,Y,N,N
4270,4271,52,M,Van,2012-07-30,4538006,880847,610016,1648367,N,N,Y,N,N,N,Y,N,Y,N,Y,Y
4271,4272,39,M,Zonguldak,1998-02-04,6788561,822882,271282,7856808,N,Y,Y,N,N,N,N,Y,N,N,Y,Y
4272,4273,58,M,Diyarbakır,1989-10-05,1877953,647666,247380,759488,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N
4273,4274,72,F,Abroad,2022-05-28,450281,647254,33262,3824925,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N
4274,4275,43,F,Adıyaman,1993-09-15,9031200,64798,588758,2391860,Y,Y,Y,N,N,Y,N,N,Y,N,N,N
4275,4276,42,F,Edirne,1986-03-27,23195,989315,896285,8932076,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N
4276,4277,55,M,Manisa,1983-09-30,6253590,545569,295957,8674525,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N
4277,4278,24,F,Van,2004-05-08,623332,804366,422878,5871578,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N
4278,4279,58,M,Yozgat,1996-10-29,7972825,490916,122375,751288,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N
4279,4280,28,M,Kütahya,2018-10-27,2228460,622374,93652,8293219,N,N,Y,N,Y,Y,N,N,N,N,Y,Y
4280,4281,24,M,Kars,2007-03-12,9107340,779351,899291,6490064,Y,N,Y,N,N,N,N,Y,N,Y,Y,N
4281,4282,32,F,Sakarya,1990-10-06,3831300,75809,875527,6610213,N,Y,Y,N,Y,N,N,Y,Y,N,N,N
4282,4283,19,F,Aksaray,2013-08-31,6989010,980419,248303,9104651,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N
4283,4284,68,F,Bilecik,1997-02-06,6618234,740754,68982,4803853,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N
